cust_id,pdays,previous,poutcome
,,,
10640,,,
,,,
34639,,,
,,,
14665,,,
,,,
6932,,,
,,,
29179,,,
,,,
26585,,,
,,,
37529,,,
,,,
33596,,,
,,,
31570,,,
,,,
38138,,,
,,,
7337,,,
,,,
336,,,
,,,
1830,,,
,,,
13157,,,
,,,
38453,2,2,success
,,,
36854,,,
,,,
36372,,,
,,,
6266,,,
,,,
39950,,,
,,,
20238,,,
,,,
20791,,,
,,,
10499,,,
,,,
27290,,,
,,,
20915,,,
,,,
31753,,,
,,,
13282,,,
,,,
32103,,,
,,,
23122,,,
,,,
21253,,,
,,,
24598,,,
,,,
28787,,,
,,,
23534,,,
,,,
17655,,,
,,,
32840,,,
,,,
23411,,,
,,,
37582,3,1,success
,,,
33414,,,
,,,
27657,,,
,,,
32531,,,
,,,
19379,,,
,,,
27616,,,
,,,
13271,,,
,,,
9506,,,
,,,
13529,,,
,,,
31941,,,
,,,
25313,,,
,,,
24593,,,
,,,
24574,,,
,,,
9131,,,
,,,
38514,,,
,,,
14737,,,
,,,
38143,,,
,,,
12965,,,
,,,
26639,,,
,,,
39759,,,
,,,
5102,,,
,,,
7707,,,
,,,
1437,,,
,,,
28917,,,
,,,
32906,,,
,,,
228,,,
,,,
33067,,,
,,,
731,,,
,,,
7850,,,
,,,
24758,,,
,,,
33692,,,
,,,
16725,,,
,,,
26807,,,
,,,
9221,,,
,,,
6589,,,
,,,
19604,,,
,,,
20613,,,
,,,
11499,,,
,,,
18463,,,
,,,
3256,,,
,,,
5251,,,
,,,
15214,,,
,,,
8492,,,
,,,
4676,,,
,,,
1067,,,
,,,
7821,,,
,,,
36238,,,
,,,
40454,,,
,,,
2110,,,
,,,
40851,,,
,,,
22697,,,
,,,
8396,,,
,,,
6992,,,
,,,
25860,,,
,,,
22663,,,
,,,
33075,,,
,,,
13297,,,
,,,
38419,6,2,success
,,,
30138,,,
,,,
24115,,,
,,,
23960,,,
,,,
36849,,,
,,,
36381,,,
,,,
1605,,,
,,,
32996,,,
,,,
29470,,,
,,,
20215,,,
,,,
37331,,,
,,,
28559,,,
,,,
30934,,,
,,,
15632,,,
,,,
35204,,,
,,,
15162,,,
,,,
24869,,,
,,,
5683,,,
,,,
10418,,,
,,,
33408,,,
,,,
15828,,,
,,,
3311,,,
,,,
27947,,,
,,,
22555,,,
,,,
40761,,,
,,,
1341,,,
,,,
19915,,,
,,,
37689,,,
,,,
34210,,,
,,,
19763,,,
,,,
16109,,,
,,,
19103,,,
,,,
28845,10,1,success
,,,
27505,,,
,,,
651,,,
,,,
19012,,,
,,,
39283,,,
,,,
34873,,,
,,,
17410,,,
,,,
29213,,,
,,,
32473,,,
,,,
27530,,,
,,,
38008,,,
,,,
7625,,,
,,,
23022,,,
,,,
992,,,
,,,
73,,,
,,,
18608,,,
,,,
4209,,,
,,,
18967,,,
,,,
33182,,,
,,,
10059,,,
,,,
30974,,,
,,,
10743,,,
,,,
22799,,,
,,,
12285,,,
,,,
38100,,,
,,,
29819,,,
,,,
38898,,,
,,,
35627,,,
,,,
15809,,,
,,,
36592,,,
,,,
10285,,,
,,,
16634,,,
,,,
39218,7,3,failure
,,,
33701,,,
,,,
23089,,,
,,,
38125,,,
,,,
10772,,,
,,,
38700,,,
,,,
16072,,,
,,,
26603,,,
,,,
20470,,,
,,,
9874,,,
,,,
35799,,,
,,,
38196,,,
,,,
21166,,,
,,,
35927,,,
,,,
18460,,,
,,,
4523,,,
,,,
34418,12,1,success
,,,
8483,,,
,,,
10712,,,
,,,
3622,,,
,,,
19149,,,
,,,
18897,,,
,,,
34587,,,
,,,
8796,,,
,,,
2960,,,
,,,
29740,,,
,,,
4232,,,
,,,
16038,,,
,,,
27385,,,
,,,
39430,10,1,success
,,,
3610,,,
,,,
4862,,,
,,,
30563,,,
,,,
17675,,,
,,,
7954,,,
,,,
16723,,,
,,,
10964,,,
,,,
4727,,,
,,,
22024,,,
,,,
18297,,,
,,,
10221,,,
,,,
22296,,,
,,,
25027,,,
,,,
24760,,,
,,,
22222,,,
,,,
6958,,,
,,,
38548,,,
,,,
20533,,,
,,,
16363,,,
,,,
23505,,,
,,,
1936,,,
,,,
37592,,,
,,,
21099,,,
,,,
629,,,
,,,
21325,,,
,,,
19643,,,
,,,
27716,,,
,,,
14398,,,
,,,
28719,,,
,,,
17145,,,
,,,
17024,,,
,,,
14501,,,
,,,
16828,,,
,,,
18051,,,
,,,
26774,,,
,,,
22201,,,
,,,
983,,,
,,,
23142,,,
,,,
2245,,,
,,,
15781,,,
,,,
11822,,,
,,,
19307,,,
,,,
30078,,,
,,,
30725,,,
,,,
20506,,,
,,,
24068,,,
,,,
27120,,,
,,,
38678,,,
,,,
1157,,,
,,,
32903,,,
,,,
5046,,,
,,,
1026,,,
,,,
34890,,,
,,,
28790,,,
,,,
5972,,,
,,,
31434,,,
,,,
17290,,,
,,,
27665,,,
,,,
4935,,,
,,,
21291,,,
,,,
28361,,,
,,,
5252,,,
,,,
20716,,,
,,,
18740,,,
,,,
5191,,,
,,,
14020,,,
,,,
38476,,,
,,,
17117,,,
,,,
19603,,,
,,,
40088,,,
,,,
4958,,,
,,,
7977,,,
,,,
24850,,,
,,,
16446,,,
,,,
38278,,,
,,,
18597,,,
,,,
27907,,,
,,,
6458,,,
,,,
6821,,,
,,,
29409,,,
,,,
2051,,,
,,,
15959,,,
,,,
36756,,,
,,,
3370,,,
,,,
4649,,,
,,,
16852,,,
,,,
9040,,,
,,,
482,,,
,,,
26971,,,
,,,
40252,,,
,,,
17287,,,
,,,
35967,,,
,,,
15241,,,
,,,
33843,,,
,,,
14582,,,
,,,
32747,,,
,,,
39356,,,
,,,
35917,,,
,,,
25107,,,
,,,
6974,,,
,,,
34399,,,
,,,
24143,,,
,,,
24666,,,
,,,
37922,,,
,,,
448,,,
,,,
40662,6,2,success
,,,
36297,,,
,,,
38468,6,2,failure
,,,
33344,,,
,,,
27717,,,
,,,
31076,,,
,,,
1658,,,
,,,
20123,,,
,,,
2006,,,
,,,
33962,,,
,,,
11389,,,
,,,
12167,,,
,,,
11999,,,
,,,
6598,,,
,,,
19235,,,
,,,
33851,,,
,,,
14903,,,
,,,
22935,,,
,,,
31287,,,
,,,
37269,,,
,,,
25167,,,
,,,
26833,,,
,,,
3498,,,
,,,
31152,,,
,,,
2738,,,
,,,
30259,,,
,,,
2182,,,
,,,
32811,,,
,,,
25612,,,
,,,
5083,,,
,,,
39895,6,1,success
,,,
36688,,,
,,,
25919,,,
,,,
33444,,,
,,,
34178,,,
,,,
27857,,,
,,,
10458,,,
,,,
3094,,,
,,,
24557,,,
,,,
31771,,,
,,,
24741,,,
,,,
6376,,,
,,,
15865,,,
,,,
28416,,,
,,,
2973,,,
,,,
28887,,,
,,,
3566,,,
,,,
18607,,,
,,,
611,,,
,,,
22372,,,
,,,
38881,,,
,,,
4264,,,
,,,
19861,,,
,,,
23314,,,
,,,
14579,,,
,,,
963,,,
,,,
38037,,,
,,,
22743,,,
,,,
15966,,,
,,,
38538,,,
,,,
7208,,,
,,,
33819,,,
,,,
28857,,,
,,,
31345,,,
,,,
26841,,,
,,,
30386,,,
,,,
22226,,,
,,,
34984,,,
,,,
35702,,,
,,,
8500,,,
,,,
30113,,,
,,,
5864,,,
,,,
38300,,,
,,,
35147,,,
,,,
27985,,,
,,,
30343,,,
,,,
17967,,,
,,,
28877,,,
,,,
14953,,,
,,,
1318,,,
,,,
8072,,,
,,,
7420,,,
,,,
39058,,,
,,,
33709,,,
,,,
23513,,,
,,,
35354,,,
,,,
15427,,,
,,,
32567,,,
,,,
40032,,,
,,,
16272,,,
,,,
544,,,
,,,
38755,3,1,success
,,,
6318,,,
,,,
17521,,,
,,,
3114,,,
,,,
23952,,,
,,,
14743,,,
,,,
28754,,,
,,,
10293,,,
,,,
38380,,,
,,,
3983,,,
,,,
6781,,,
,,,
883,,,
,,,
39255,,,
,,,
3276,,,
,,,
19547,,,
,,,
34287,,,
,,,
3427,,,
,,,
32274,,,
,,,
36347,,,
,,,
6754,,,
,,,
33765,,,
,,,
12715,,,
,,,
5208,,,
,,,
6922,,,
,,,
5267,,,
,,,
27355,,,
,,,
30495,,,
,,,
17019,,,
,,,
30131,,,
,,,
26040,,,
,,,
18126,,,
,,,
14668,,,
,,,
29036,,,
,,,
21254,,,
,,,
9114,,,
,,,
4245,,,
,,,
31250,,,
,,,
27683,,,
,,,
15918,,,
,,,
32625,,,
,,,
28334,,,
,,,
25975,,,
,,,
30785,,,
,,,
41085,,,
,,,
186,,,
,,,
4501,,,
,,,
29676,,,
,,,
9545,,,
,,,
3783,,,
,,,
10867,,,
,,,
5630,,,
,,,
11691,,,
,,,
2352,,,
,,,
21618,,,
,,,
29574,,,
,,,
38875,3,2,success
,,,
40509,,,
,,,
4009,,,
,,,
30279,,,
,,,
40906,,,
,,,
14318,,,
,,,
16511,,,
,,,
28578,,,
,,,
32257,,,
,,,
35266,,,
,,,
39248,,,
,,,
3275,,,
,,,
15368,,,
,,,
29845,,,
,,,
34776,,,
,,,
24622,,,
,,,
33575,,,
,,,
7494,,,
,,,
25198,,,
,,,
37659,,,
,,,
39123,,,
,,,
6411,,,
,,,
36743,,,
,,,
35489,,,
,,,
37732,,,
,,,
37778,,,
,,,
748,,,
,,,
26590,,,
,,,
40521,6,1,success
,,,
23113,,,
,,,
31294,,,
,,,
32924,,,
,,,
8818,,,
,,,
11737,,,
,,,
17002,,,
,,,
31674,,,
,,,
35114,,,
,,,
23711,,,
,,,
37705,9,1,success
,,,
2096,,,
,,,
10921,,,
,,,
20237,,,
,,,
12422,,,
,,,
27884,,,
,,,
16444,,,
,,,
9290,,,
,,,
29086,,,
,,,
26700,,,
,,,
19487,,,
,,,
9051,,,
,,,
8429,,,
,,,
12572,,,
,,,
22197,,,
,,,
28922,,,
,,,
8137,,,
,,,
37771,,,
,,,
6064,,,
,,,
19632,,,
,,,
37859,,,
,,,
23579,,,
,,,
90,,,
,,,
28442,,,
,,,
31146,,,
,,,
36601,,,
,,,
27015,,,
,,,
28068,,,
,,,
31225,,,
,,,
1915,,,
,,,
10912,,,
,,,
18749,,,
,,,
36025,,,
,,,
33572,,,
,,,
22243,,,
,,,
16292,,,
,,,
13357,,,
,,,
18339,,,
,,,
39778,6,2,success
,,,
14988,,,
,,,
27046,,,
,,,
5336,,,
,,,
5531,,,
,,,
22998,,,
,,,
24450,,,
,,,
1764,,,
,,,
38649,,,
,,,
20034,,,
,,,
36721,3,1,success
,,,
25040,,,
,,,
12925,,,
,,,
1601,,,
,,,
2783,,,
,,,
28872,,,
,,,
1381,,,
,,,
407,,,
,,,
8589,,,
,,,
27940,,,
,,,
22348,,,
,,,
17062,,,
,,,
4048,,,
,,,
15203,,,
,,,
38774,,,
,,,
35258,,,
,,,
30536,11,1,success
,,,
9424,,,
,,,
1684,,,
,,,
35,,,
,,,
12687,,,
,,,
24241,,,
,,,
12590,,,
,,,
13640,,,
,,,
17337,,,
,,,
17192,,,
,,,
27601,,,
,,,
35178,,,
,,,
34488,,,
,,,
8591,,,
,,,
29703,,,
,,,
33944,,,
,,,
2264,,,
,,,
19426,,,
,,,
28318,,,
,,,
4347,,,
,,,
6390,,,
,,,
6088,,,
,,,
29593,,,
,,,
30175,,,
,,,
12361,,,
,,,
31113,,,
,,,
31958,,,
,,,
24134,,,
,,,
33247,,,
,,,
3388,,,
,,,
28988,,,
,,,
26989,,,
,,,
4936,,,
,,,
37573,,,
,,,
18184,,,
,,,
4942,,,
,,,
4412,,,
,,,
38177,,,
,,,
24200,,,
,,,
22305,,,
,,,
3550,,,
,,,
16718,,,
,,,
27396,,,
,,,
18220,,,
,,,
21845,,,
,,,
38590,,,
,,,
40083,,,
,,,
12784,,,
,,,
41026,,,
,,,
1680,,,
,,,
36260,3,1,success
,,,
27471,,,
,,,
24740,,,
,,,
36333,,,
,,,
8583,,,
,,,
21636,,,
,,,
26509,,,
,,,
34722,,,
,,,
21479,,,
,,,
30856,,,
,,,
30099,,,
,,,
12130,,,
,,,
7908,,,
,,,
10820,,,
,,,
24313,,,
,,,
6545,,,
,,,
23334,,,
,,,
15177,,,
,,,
23973,,,
,,,
25472,,,
,,,
17313,,,
,,,
19645,,,
,,,
12103,,,
,,,
27235,,,
,,,
9820,,,
,,,
15137,,,
,,,
23458,,,
,,,
8708,,,
,,,
26849,,,
,,,
12584,,,
,,,
29859,,,
,,,
10486,,,
,,,
22220,,,
,,,
18015,,,
,,,
15191,,,
,,,
1005,,,
,,,
159,,,
,,,
29296,,,
,,,
1917,,,
,,,
20096,,,
,,,
309,,,
,,,
12085,,,
,,,
36915,3,1,success
,,,
18083,,,
,,,
16520,,,
,,,
32814,,,
,,,
7153,,,
,,,
22646,,,
,,,
37135,,,
,,,
29562,,,
,,,
18873,,,
,,,
32411,,,
,,,
40692,3,2,success
,,,
34238,,,
,,,
3920,,,
,,,
31521,,,
,,,
26723,,,
,,,
26259,,,
,,,
6849,,,
,,,
1456,,,
,,,
27074,,,
,,,
10331,,,
,,,
23532,,,
,,,
30849,,,
,,,
36151,,,
,,,
38446,6,1,success
,,,
27856,,,
,,,
25299,,,
,,,
1379,,,
,,,
36403,,,
,,,
3704,,,
,,,
11069,,,
,,,
362,,,
,,,
32475,,,
,,,
38044,,,
,,,
20923,,,
,,,
4405,,,
,,,
32721,9,1,success
,,,
29986,,,
,,,
14252,,,
,,,
10099,,,
,,,
13512,,,
,,,
18287,,,
,,,
11056,,,
,,,
32134,,,
,,,
2252,,,
,,,
2321,,,
,,,
3347,,,
,,,
25447,,,
,,,
24218,,,
,,,
1949,,,
,,,
25796,,,
,,,
17986,,,
,,,
14110,,,
,,,
15890,,,
,,,
25005,,,
,,,
35768,,,
,,,
15324,,,
,,,
10125,,,
,,,
5512,,,
,,,
13926,,,
,,,
31308,,,
,,,
10928,,,
,,,
6255,,,
,,,
19683,,,
,,,
27238,,,
,,,
6295,,,
,,,
25227,,,
,,,
17292,,,
,,,
24531,,,
,,,
39374,3,3,success
,,,
33925,,,
,,,
39121,6,2,success
,,,
26718,,,
,,,
1962,,,
,,,
20501,,,
,,,
39497,,,
,,,
25655,,,
,,,
32368,,,
,,,
7508,,,
,,,
11924,,,
,,,
16580,,,
,,,
10297,,,
,,,
38344,,,
,,,
13414,,,
,,,
11505,,,
,,,
17339,,,
,,,
32619,,,
,,,
29651,,,
,,,
685,,,
,,,
21222,,,
,,,
17066,,,
,,,
22152,,,
,,,
9807,,,
,,,
27139,,,
,,,
13284,,,
,,,
28328,,,
,,,
35173,,,
,,,
32470,,,
,,,
3235,,,
,,,
37389,4,1,success
,,,
7332,,,
,,,
24589,,,
,,,
35235,,,
,,,
12788,,,
,,,
935,,,
,,,
39365,3,1,success
,,,
28846,,,
,,,
15445,,,
,,,
35942,3,1,success
,,,
32465,,,
,,,
31365,,,
,,,
32767,,,
,,,
7320,,,
,,,
26327,,,
,,,
27957,,,
,,,
13386,,,
,,,
31409,,,
,,,
22156,,,
,,,
5896,,,
,,,
22718,,,
,,,
1851,,,
,,,
38168,,,
,,,
23131,,,
,,,
32316,,,
,,,
36520,,,
,,,
27152,,,
,,,
15929,,,
,,,
11465,,,
,,,
8460,,,
,,,
34923,,,
,,,
39870,,,
,,,
17276,,,
,,,
35941,2,1,success
,,,
18819,,,
,,,
5457,,,
,,,
29667,,,
,,,
40807,,,
,,,
24098,,,
,,,
15644,,,
,,,
12919,,,
,,,
5743,,,
,,,
22870,,,
,,,
29541,,,
,,,
33685,,,
,,,
3308,,,
,,,
34486,,,
,,,
40416,,,
,,,
7581,,,
,,,
12983,,,
,,,
26119,,,
,,,
38200,2,2,success
,,,
34469,,,
,,,
35484,,,
,,,
30412,,,
,,,
10911,,,
,,,
21392,,,
,,,
24870,,,
,,,
15068,,,
,,,
5449,,,
,,,
11236,,,
,,,
38013,,,
,,,
18922,,,
,,,
9468,,,
,,,
36879,3,2,success
,,,
12624,,,
,,,
17566,,,
,,,
8555,,,
,,,
33883,,,
,,,
17691,,,
,,,
16159,,,
,,,
25593,,,
,,,
12006,,,
,,,
27780,,,
,,,
16576,,,
,,,
3628,,,
,,,
30609,,,
,,,
12127,,,
,,,
2356,,,
,,,
20510,,,
,,,
32008,,,
,,,
20739,,,
,,,
3186,,,
,,,
4725,,,
,,,
4966,,,
,,,
21995,,,
,,,
18880,,,
,,,
23297,,,
,,,
7561,,,
,,,
2389,,,
,,,
221,,,
,,,
28080,,,
,,,
21016,,,
,,,
15799,,,
,,,
14857,,,
,,,
23032,,,
,,,
28193,,,
,,,
15830,,,
,,,
32153,,,
,,,
22171,,,
,,,
21776,,,
,,,
29699,,,
,,,
6166,,,
,,,
15498,,,
,,,
1108,,,
,,,
33633,,,
,,,
32306,,,
,,,
4603,,,
,,,
8631,,,
,,,
37524,4,2,success
,,,
21706,,,
,,,
20933,,,
,,,
4194,,,
,,,
183,,,
,,,
17604,,,
,,,
38823,,,
,,,
17230,,,
,,,
6579,,,
,,,
27065,,,
,,,
15364,,,
,,,
34807,,,
,,,
409,,,
,,,
35700,,,
,,,
37394,4,1,success
,,,
22456,,,
,,,
10718,,,
,,,
29037,,,
,,,
18491,,,
,,,
13504,,,
,,,
9149,,,
,,,
19591,,,
,,,
9659,,,
,,,
26600,,,
,,,
34610,,,
,,,
28470,,,
,,,
11216,,,
,,,
14485,,,
,,,
21773,,,
,,,
2167,,,
,,,
28000,,,
,,,
11871,,,
,,,
30334,,,
,,,
14786,,,
,,,
6383,,,
,,,
17756,,,
,,,
28085,,,
,,,
35279,,,
,,,
20894,,,
,,,
21996,,,
,,,
3313,,,
,,,
28251,,,
,,,
39436,,,
,,,
20453,,,
,,,
22778,,,
,,,
19467,,,
,,,
30319,2,1,success
,,,
32636,,,
,,,
13900,,,
,,,
342,,,
,,,
7234,,,
,,,
34176,,,
,,,
27748,,,
,,,
3536,,,
,,,
17907,,,
,,,
38302,,,
,,,
6355,,,
,,,
28020,,,
,,,
21543,,,
,,,
21741,,,
,,,
29108,,,
,,,
20871,,,
,,,
33741,,,
,,,
39518,,,
,,,
18751,,,
,,,
40913,3,2,success
,,,
7354,,,
,,,
21777,,,
,,,
13063,,,
,,,
36791,,,
,,,
15481,,,
,,,
650,,,
,,,
12736,,,
,,,
25396,,,
,,,
12566,,,
,,,
13623,,,
,,,
9493,,,
,,,
36083,,,
,,,
22398,,,
,,,
10979,,,
,,,
14971,,,
,,,
26836,,,
,,,
38963,,,
,,,
33892,,,
,,,
19680,,,
,,,
31480,,,
,,,
24053,,,
,,,
21817,,,
,,,
1843,,,
,,,
34477,,,
,,,
22869,,,
,,,
3712,,,
,,,
35986,,,
,,,
12457,,,
,,,
38767,,,
,,,
6050,,,
,,,
10438,,,
,,,
6993,,,
,,,
32003,,,
,,,
25579,,,
,,,
5070,,,
,,,
39600,,,
,,,
36060,,,
,,,
3649,,,
,,,
18657,,,
,,,
40792,6,4,success
,,,
4251,,,
,,,
8581,,,
,,,
24824,,,
,,,
25426,,,
,,,
21775,,,
,,,
40848,,,
,,,
35376,,,
,,,
35211,,,
,,,
25505,3,1,success
,,,
663,,,
,,,
24287,,,
,,,
4767,,,
,,,
10941,,,
,,,
23294,,,
,,,
20484,,,
,,,
885,,,
,,,
7345,,,
,,,
13660,,,
,,,
4195,,,
,,,
31580,,,
,,,
37895,,,
,,,
6765,,,
,,,
24280,4,1,success
,,,
34693,,,
,,,
47,,,
,,,
1901,,,
,,,
460,,,
,,,
27394,,,
,,,
26438,,,
,,,
40192,,,
,,,
21688,,,
,,,
26195,5,1,success
,,,
35392,,,
,,,
6443,,,
,,,
38465,,,
,,,
21074,,,
,,,
11129,,,
,,,
14389,,,
,,,
37619,,,
,,,
33044,,,
,,,
15287,,,
,,,
41013,3,1,success
,,,
31114,,,
,,,
23210,,,
,,,
9598,,,
,,,
14228,,,
,,,
7525,,,
,,,
310,,,
,,,
36672,,,
,,,
15091,,,
,,,
23455,,,
,,,
25997,0,2,success
,,,
31786,,,
,,,
14455,,,
,,,
16970,,,
,,,
30233,,,
,,,
36587,,,
,,,
14442,,,
,,,
13756,,,
,,,
12974,,,
,,,
17615,,,
,,,
18692,,,
,,,
36650,,,
,,,
31006,,,
,,,
3951,,,
,,,
17048,,,
,,,
23881,,,
,,,
15355,,,
,,,
32379,,,
,,,
25942,,,
,,,
15784,,,
,,,
24336,,,
,,,
39026,,,
,,,
16671,,,
,,,
8466,,,
,,,
20404,,,
,,,
15548,,,
,,,
25171,,,
,,,
6876,,,
,,,
35686,,,
,,,
14594,,,
,,,
8832,,,
,,,
18872,,,
,,,
12597,,,
,,,
3588,,,
,,,
164,,,
,,,
39837,,,
,,,
40240,,,
,,,
38213,6,1,success
,,,
1032,,,
,,,
24362,,,
,,,
20175,,,
,,,
13178,,,
,,,
15118,,,
,,,
5679,,,
,,,
